Company Name,Rating,Review Count,Company Type,Headquarters,Company Age,Number of Employees
Pacifica Companies,4.3,29 Reviews,,San Diego + 2 more,,
Gujarat Industries Power...,4.7,29 Reviews,,Vadodara,,
Ahuja Radios,4.2,29 Reviews,Private,New Delhi + 4 more,,10000+ employees
The Velammal Internation...,3.8,29 Reviews,,Ponneri + 2 more,,
Wizertech Informatics,4.2,29 Reviews,,Patna + 1 more,,
Atyati Technologies,4.4,29 Reviews,,Bangalore + 6 more,14 years old,
Pepperl+Fuchs,3.9,29 Reviews,Private,Gurugram + 5 more,21 years old,201-500 employees
New Horizon College of E...,3.5,29 Reviews,,Bengaluru,,
Spl Infrastructure,4.2,29 Reviews,Private,Delhi + 1 more,,
Radius Developers,4.3,29 Reviews,,Mumbai,,
National Remote Sensing ...,4.6,29 Reviews,Private,Hyderabad,46 years old,201-500 employees
Elysium Pharmaceuticals,3.3,29 Reviews,,Padra,,
Mantri Metallics,3.8,29 Reviews,,Rudrapur,,
Sac Engine Components,3.9,29 Reviews,,Thiruvallur + 1 more,,
Zephyr,4.0,29 Reviews,Private,New York + 11 more,,1-50 employees
Divya And Co,3.7,29 Reviews,Private,Kerala + 14 more,,
K Raheja Constructions,4.3,29 Reviews,Private,Mumbai + 2 more,,1001-5000 employees
Finearc Systems,4.0,29 Reviews,,Pune,,
Anjan Drug,3.5,29 Reviews,,Chennai,,
Acebright Pharma,3.2,29 Reviews,,Mumbai + 1 more,,
Guala Closures,3.6,29 Reviews,,Kheda + 4 more,,
Hush Puppies ( Bata Indi...,3.5,29 Reviews,Private,Bangalore + 11 more,2 years old,
iLabz Technology,3.3,29 Reviews,,Chennai + 6 more,,
Globe Ecologistics,3.4,29 Reviews,,Guntur + 2 more,,
Ind Innovations,3.8,29 Reviews,,Chennai + 8 more,,
Nouveau Technologies,4.0,29 Reviews,,Bengaluru,,
Xentrix Studios,3.3,29 Reviews,Private,Bangalore,10 years old,501-1000 employees
Glatt Systems,4.3,29 Reviews,Private,Pune,,1001-5000 employees
KOHINOOR TELEVIDEO,3.6,29 Reviews,,Mumbai + 1 more,,
Oremus Corporate Service...,3.8,29 Reviews,Private,HyderÄbÄd,,1-50 employees
Kanodia Technoplast,3.9,29 Reviews,,Noida + 4 more,,
Smc Infrastructure,4.1,29 Reviews,,New Delhi + 6 more,,
infoAnalytica,4.4,29 Reviews,Private,San Jose,,
Prakash Retail,4.1,29 Reviews,,Belgaum + 4 more,,
Knack BPO,3.9,29 Reviews,,Jaipur + 1 more,119 years old,51-200 employees
Tata Group,4.2,29 Reviews,,Mumbai + 6 more,,
A-1 Fence Products,3.3,29 Reviews,Private,Mumbai + 3 more,,
Komal Tex Fab,3.4,29 Reviews,,Indore + 1 more,,
Ginza Industries,3.5,29 Reviews,,Mumbai + 4 more,,
Pioneer Urban Land & Inf...,4.7,29 Reviews,Private,Gurgaon,,201-500 employees
Vibrant,3.9,29 Reviews,Private,Kolkata + 6 more,,
Cenlub Systems,3.7,29 Reviews,,Bengaluru + 3 more,,
Lotus Dairy Products,4.6,29 Reviews,,Haridwar,,
NIIT Yuva Jyoti,4.3,29 Reviews,,New Delhi + 11 more,,
Tmeic Industrial Systems,4.2,29 Reviews,,Tumakuru + 2 more,,
Sewells Group,3.7,29 Reviews,Private,Melbourne + 7 more,,501-1000 employees
Goldmedal Electricals,3.7,29 Reviews,,Mumbai + 11 more,,
Kun Aero Space,3.5,29 Reviews,,Ambattur,,
Gokaldas Intimatewear,3.6,29 Reviews,Private,Bangalore + 6 more,,201-500 employees
Dexters Logistics,3.2,29 Reviews,,Ahmedabad + 8 more,,
Cabcon India,3.4,29 Reviews,Private,Kolkata + 6 more,,201-500 employees
Donaldson India Filter S...,4.0,29 Reviews,,New Delhi + 1 more,,
Zeiss Pharma,4.3,29 Reviews,Private,Panchkula + 4 more,6 years old,
Stellapps Technologies,4.1,29 Reviews,,Bangalore + 7 more,9 years old,201-500 employees
Resil Chemicals,4.1,29 Reviews,,Mumbai,,
Pacific It Consulting,4.3,29 Reviews,,Kolkata + 2 more,,
Novotel Hyderabad Airpor...,4.5,29 Reviews,,Pune + 4 more,,
Trinity Mobility,3.9,29 Reviews,Private,Bangalore + 2 more,,51-200 employees
Sona Group,3.8,29 Reviews,Private,Gurgaon + 8 more,,51-200 employees
Urbantree Infrastructure,3.9,29 Reviews,,Chennai,,
Arcotech,3.1,29 Reviews,Public,New Delhi + 1 more,,
Springdales School,3.6,29 Reviews,,Ghaziabad + 7 more,,
Eenadu Television,4.1,29 Reviews,Private,Hyderabad + 5 more,,501-1000 employees
Vergo Pharma Research La...,3.8,29 Reviews,Private,Mumbai,,51-200 employees
Micro Tech Cnc,3.8,29 Reviews,,Tiruchirappalli + 2 more,,
Bosch Electrical Drives,3.9,29 Reviews,,Kancheepuram + 2 more,,
Drytech Processes (I),4.3,29 Reviews,,Mumbai + 1 more,,
Prayag Polymers,3.8,29 Reviews,,New Delhi + 5 more,,
Madras Radiators And Pre...,3.9,29 Reviews,Private,Pollachi + 2 more,52 years old,
Plan International,4.1,29 Reviews,Private,Athens + 5 more,,51-200 employees
Ankit Fasteners,3.8,29 Reviews,,Bengaluru,,
Zenpower Technologies,3.6,29 Reviews,Private,Bangalore,8 years old,
Max Speciality Films,3.8,29 Reviews,,Navi Mumbai + 3 more,,
Amandeep Hospital,4.1,29 Reviews,,Zirakpur + 1 more,,
Rossell Techsys,4.6,29 Reviews,,Bengaluru,,
Global Gourmet,3.8,29 Reviews,Private,Vadodara + 2 more,12 years old,51-200 employees
LEAP India,3.8,29 Reviews,Private,Mumbai + 8 more,,1-50 employees
Microgen Hygiene,2.0,29 Reviews,,Chennai + 7 more,,
VDart,3.9,29 Reviews,Private,"Alpharetta,GA",13 years old,201-500 employees
Hobel Bellows,3.3,29 Reviews,,Mumbai + 1 more,,
Absolute Insurance Surve...,3.9,29 Reviews,Private,Ahmedabad + 5 more,,51-200 employees
FiberHome,3.8,29 Reviews,Private,Dhaka + 3 more,,10000+ employees
Komet Precision Tools In...,4.0,29 Reviews,Private,Bengaluru + 3 more,,201-500 employees
Essar Ports,4.3,29 Reviews,,Salaya + 5 more,,
Getco,4.4,29 Reviews,Private,Chicago + 7 more,,1-50 employees
Technocrats Institute of...,2.7,29 Reviews,,Bhopal + 3 more,,
REVA University,3.7,29 Reviews,,Bengaluru,,
Grand Polycoats,4.0,29 Reviews,Private,Vadodara + 5 more,,
Premier Plasmotec,3.6,29 Reviews,Private,Faridabad + 1 more,11 years old,
Qatar Petrochemical Comp...,4.6,29 Reviews,,Chennai + 1 more,,
Vigour Mobile,3.7,29 Reviews,,Amritsar + 8 more,,
Export Trading group,3.6,29 Reviews,,Lusaka + 2 more,,1001-5000 employees
BEC Chemicals,4.0,29 Reviews,,Mumbai,,
Ravenbhel Healthcare,4.3,29 Reviews,,Amritsar + 2 more,,
Copper Chimney,4.8,29 Reviews,,Kolkata + 4 more,,
Clear Secured Services,3.9,29 Reviews,,Kolkata + 5 more,,
Saif Bin Darwish,4.1,29 Reviews,,Abu Dhabi,,1001-5000 employees
Dhan Foundation,4.3,29 Reviews,,Madurai + 9 more,,
Medico Electrodes Intern...,3.5,29 Reviews,,Noida,,
Digital india Payments,3.0,29 Reviews,,Mumbai + 13 more,7 years old,
Shaarc Project,3.1,29 Reviews,,Vadodara + 3 more,,
Good Shepherd Internatio...,3.9,29 Reviews,,Pune + 3 more,,
TriFid Research,3.1,29 Reviews,Private,Indore,,51-200 employees
Defsys Solutions,3.3,29 Reviews,,Sohna + 1 more,,
Nepa,3.3,29 Reviews,Private,Khandwa + 3 more,,501-1000 employees
DBM Geotechnics & Constr...,2.5,29 Reviews,,Visakhapatnam + 1 more,,
St.marthas Hospital,4.5,29 Reviews,,Muscat,,
Gala Precision Engineeri...,3.5,29 Reviews,,Mumbai,,
Hallmark,4.1,29 Reviews,Private,Kansas + 6 more,110 years old,10000+ employees
Perennial Technologies,3.9,29 Reviews,Private,Pune + 2 more,,201-500 employees
New India Co-Op Bank,3.9,29 Reviews,,Pune + 2 more,,
Mtg Learning Media,3.9,29 Reviews,Private,Delhi + 2 more,,
Beam Global Spirits & Wi...,4.6,29 Reviews,Private,Deerfield + 11 more,23 years old,1001-5000 employees
Aga Khan Foundation,3.9,29 Reviews,Private,Geneva + 12 more,,10000+ employees
Netmeds Marketplace,3.8,29 Reviews,Private,Chennai,10 years old,
Omega Engineering LLC,3.5,29 Reviews,Private,Norwalk + 4 more,58 years old,501-1000 employees
IMS Proschool,4.1,29 Reviews,,Mumbai + 6 more,,
Nac Jewellers,4.3,29 Reviews,Private,Chennai,12 years old,
Air India Engineering Se...,3.6,29 Reviews,,Chennai + 3 more,,
Intec Infra-Technologies,3.8,29 Reviews,,Gurgaon,,
Sunil Healthcare,3.7,29 Reviews,Public,New Delhi + 2 more,,201-500 employees
Verga Attachments,3.5,29 Reviews,Private,"Malur,Karnataka",,51-200 employees
Energizer,3.2,29 Reviews,,Mumbai + 1 more,,
Brij Gopal Construction ...,3.8,29 Reviews,Private,Delhi + 5 more,,
Structures Online,3.9,29 Reviews,,Delhi NCR,,
Garuda Polyflex Foods,4.0,29 Reviews,,Hyderabad + 5 more,,
Mb Power (m.p),4.3,29 Reviews,Private,Kolkata + 1 more,12 years old,
Acadecraft,2.4,29 Reviews,,Noida + 2 more,,
Hitachi Zosen Corporatio...,4.2,29 Reviews,Private,Gurgaon + 1 more,,5001-10000 employees
Marwadi University,3.4,29 Reviews,Private,"RÄjkot,Gujarat + 3 more",,5001-10000 employees
Lavazza,4.0,29 Reviews,Private,Turin + 9 more,,1001-5000 employees
Migsun Group,3.3,29 Reviews,,Delhi NCR + 4 more,,
Synergy Steels,3.3,29 Reviews,,Alwar + 1 more,,
Bellona Hospitality Serv...,4.3,29 Reviews,Private,Mumbai + 1 more,,201-500 employees
Canpac Trends,3.9,29 Reviews,Private,Ahmedabad + 2 more,16 years old,1-50 employees
Rampex Labs,4.2,29 Reviews,Private,Visakhapatnam,16 years old,
Chiyoda Corporation,4.4,29 Reviews,Private,Yokohama + 1 more,72 years old,5001-10000 employees
Cure foods,3.9,29 Reviews,,Mumbai + 4 more,,
Kentz Engineers & Constr...,4.5,29 Reviews,,Thrissur + 2 more,,
Aujan Coca Cola Beverage...,4.2,29 Reviews,Private,Dubai + 3 more,,1001-5000 employees
Roseate Hotels & Resorts,4.0,29 Reviews,,Delhi NCR,,
Skims,4.2,29 Reviews,Private,Srinagar,,1001-5000 employees
K.D. Medical College Hos...,3.7,29 Reviews,Private,"Bareilly,India + 4 more",,1-50 employees
Serco Middle East,4.4,29 Reviews,,Abu Dhabi + 2 more,,
The Sports Gurukul,4.2,29 Reviews,Private,Mumbai + 6 more,,1-50 employees
Poddar Diamond,3.5,29 Reviews,,Mumbai,,
Narmada Polymers,3.9,29 Reviews,,Gurgaon,,
African Industries,3.7,29 Reviews,Private,Lagos + 5 more,,501-1000 employees
Srg Earth Resources,4.3,29 Reviews,Private,Kolkata + 1 more,16 years old,
Aris Capital,3.6,29 Reviews,Private,Kolkata + 7 more,25 years old,
British American Tobacco,4.3,29 Reviews,,London + 6 more,,
Brunel Energy,4.6,29 Reviews,,Abu Dhabi + 4 more,,
Sreenidhi International ...,4.2,29 Reviews,,Hyderabad,,
Wistron,4.1,29 Reviews,,Chennai,,
Grand Hotel,4.0,29 Reviews,Private,Mumbai + 7 more,133 years old,501-1000 employees
Nabard Consultancy Servi...,4.1,29 Reviews,Private,PLOT NO C-24 'G'BLOCKBANDRA KURLA COMPLEX POST BOX NO 8121  BANDRA EAST   MUMBAI Maharashtra INDIA 4 + 9 more,,
Protecon BTG,4.7,29 Reviews,,Noida,,
Hyper Panda,4.1,29 Reviews,,Kochi + 4 more,,
Kamal Fincap,4.0,29 Reviews,,Udaipur + 9 more,,
Jollibee Foods Corporati...,4.6,29 Reviews,Private,Pasig + 2 more,,10000+ employees
Reliance Strategic Manpo...,4.5,29 Reviews,Private,Mumbai + 12 more,,
Shri Ram Murti Smarak In...,3.8,29 Reviews,Private,Bareilly + 1 more,,201-500 employees
Elite Elevators,4.4,29 Reviews,Private,Chennai + 6 more,,201-500 employees
Tata STRIVE,3.9,29 Reviews,,Mumbai + 9 more,,
Al Hokair Fashion Retail,3.8,29 Reviews,,Mumbai + 3 more,,
HG Infra,4.0,29 Reviews,,Jaipur + 4 more,,
Astral Adhesives,4.4,29 Reviews,Private,"Kanpur Uttar Pradesh,India + 13 more",,51-200 employees
Rajasthan Grameen Aajeev...,4.0,29 Reviews,,Jaipur + 5 more,,
Western India Transport ...,3.3,29 Reviews,Private,Mumbai + 7 more,,
TEXILA AMERICAN UNIVERSI...,3.7,29 Reviews,Private,Georgetown + 3 more,10 years old,201-500 employees
CEDP SKiLL INSTITUTE,2.2,29 Reviews,,Navi Mumbai + 1 more,,
Calibrated Healthcare Ne...,3.1,29 Reviews,,Gurgaon,,
Saipem Contracting,4.6,29 Reviews,,Mumbai + 1 more,,
India Dye Chem,4.0,29 Reviews,,Delhi NCR,,
Sintex Industries Limite...,4.3,29 Reviews,,Pune + 6 more,,
Galacon Infrastructure a...,2.7,29 Reviews,Private,Hyderabad + 3 more,,51-200 employees
Active Automobiles Tata ...,4.5,29 Reviews,,Ahmedabad + 7 more,,
TSMC,4.0,29 Reviews,Private,Hsinchu + 13 more,33 years old,10000+ employees
Lead Consultancy & Engin...,3.4,29 Reviews,,Kolkata + 9 more,,
Irrigation Department Ka...,4.6,29 Reviews,,Jaipur + 13 more,,
Ispat Industries,4.0,28 Reviews,,Kolkata + 3 more,,
iYogi,2.6,28 Reviews,Private,Gurgaon + 2 more,13 years old,
Reliance Tech Services,3.5,28 Reviews,Private,Navi Mumbai + 4 more,,1001-5000 employees
School of Scholars,4.5,28 Reviews,,Wardha + 3 more,,
Payoda Technologies,3.8,28 Reviews,Private,Coimbatore + 1 more,15 years old,501-1000 employees
EESoft Technologies,4.4,28 Reviews,Private,Hyderabad + 1 more,,1-50 employees
Information Dynamics,3.5,28 Reviews,Private,Cairo + 1 more,,201-500 employees
Bnp Paribas Securities,4.1,28 Reviews,,Mumbai + 1 more,,
KonyLabs IT Services,4.1,28 Reviews,,Hyderabad,,
Informatica Business Sol...,4.3,28 Reviews,,Chennai,,
Redknee,3.8,28 Reviews,Private,Kolkata + 4 more,,201-500 employees
Mobileum,3.5,28 Reviews,Private,Santa Clara + 1 more,20 years old,51-200 employees
Wizcraft International E...,4.0,28 Reviews,,Ahmedabad + 5 more,,
Automotive Axles,4.3,28 Reviews,Public,Pune + 2 more,,
Amira Pure Foods,3.4,28 Reviews,Private,Dubai + 4 more,,201-500 employees
Kumar Builders,3.5,28 Reviews,Private,Pune + 2 more,,
Amicorp Management India,3.0,28 Reviews,,Bengaluru,,
RPL TELECOM,4.0,28 Reviews,Private,Oakland + 16 more,,51-200 employees
Atum It Services,3.4,28 Reviews,Private,Hyderabad,,
Supreme Petrochem,4.4,28 Reviews,Public,Mumbai + 1 more,,201-500 employees
Bannari Amman Sugars,4.3,28 Reviews,Public,Sathyamangalam + 5 more,,
Sai Construction,3.8,28 Reviews,,Vadodara + 8 more,,
SS Engineers,4.1,28 Reviews,,Pune + 8 more,,
S K International,3.6,28 Reviews,Private,Mumbai + 8 more,,501-1000 employees
Infineon Technologies,3.9,28 Reviews,Private,Chennai + 1 more,21 years old,5001-10000 employees
V2soft,2.6,28 Reviews,Private,Bloomfield + 1 more,16 years old,51-200 employees
TTSL,4.1,28 Reviews,Private,Madurai + 13 more,,1001-5000 employees
JCBL,3.8,28 Reviews,,Mohali + 6 more,,
Fichtner Consulting Engi...,3.5,28 Reviews,,Stuttgart + 2 more,,
Luminous Infoways,3.0,28 Reviews,Private,Bhubaneswar + 3 more,,201-500 employees
Provab Technosoft,2.8,28 Reviews,Private,Bangalore,,201-500 employees
Appin Technology Lab,3.6,28 Reviews,Private,New Delhi + 6 more,,51-200 employees
Chopra Industries,3.5,28 Reviews,Private,Ludhiana + 6 more,,501-1000 employees
Eon Technologies,4.4,28 Reviews,,Hornchurch + 2 more,,
NextGenVision Technology,4.5,28 Reviews,,Noida + 1 more,,
Uber Projects,4.4,28 Reviews,,Guwahati + 9 more,,
Lahmeyer International,4.0,28 Reviews,Private,New Delhi + 4 more,,201-500 employees
PKF Sridhar & Santhanam,3.4,28 Reviews,,Hyderabad + 4 more,,
Comnet Solutions,3.4,28 Reviews,Private,Andheri + 5 more,,201-500 employees
Sandesh,3.7,28 Reviews,Public,Ahmedabad + 2 more,,201-500 employees
UBM,3.5,28 Reviews,Private,Mumbai + 3 more,,
Regenerative Medical Ser...,3.0,28 Reviews,Private,Mumbai + 10 more,,51-200 employees
Oriental Cuisines,3.6,28 Reviews,,Kolkata + 1 more,,
Transparency Market Rese...,3.0,28 Reviews,Private,"Albany,NY + 2 more",9 years old,51-200 employees
Zeta Global,4.0,28 Reviews,Private,New York + 1 more,,501-1000 employees
RPP Infra Projects,3.8,28 Reviews,Public,Jodhpur + 8 more,,
Cable Corporation Of Ind...,3.3,28 Reviews,,Mumbai + 2 more,,201-500 employees
AXA Technologies Shared ...,4.2,28 Reviews,Private,Pune + 1 more,,501-1000 employees
Brainbees Solutions,4.0,28 Reviews,Private,Pune + 6 more,,
Worldpay,4.2,28 Reviews,,London,,
National Bank of Abu Dha...,4.2,28 Reviews,,Dubai + 1 more,,
Dietech India,4.5,28 Reviews,Private,Chennai + 1 more,,201-500 employees
Hotel Ramada,4.0,28 Reviews,,Kanpur + 9 more,,
Hitachi Solutions,3.8,28 Reviews,,Tokyo + 3 more,,
Avantha Business Solutio...,4.1,28 Reviews,,Gurgaon,,
J & M Technologies,2.8,28 Reviews,,Hyderabad + 10 more,,
Ambience Group,2.8,28 Reviews,Private,New Delhi + 4 more,,1-50 employees
NICT,3.7,28 Reviews,,Pune + 4 more,,
AVA Merchandising Soluti...,2.6,28 Reviews,Private,New Delhi + 6 more,,201-500 employees
Startrek Logistics,4.2,28 Reviews,Private,Bangalore + 12 more,,1001-5000 employees
Kotak Mahindra Asset Man...,3.9,28 Reviews,,Mumbai + 12 more,,
SIMPLEX ENGINEERING & FO...,4.0,28 Reviews,,Pune + 4 more,,
Delval Flow Controls,4.1,28 Reviews,Private,Pune + 4 more,,51-200 employees
Reed Elsevier,4.1,28 Reviews,,Gurgaon + 2 more,,
Vijayasri Organics,4.3,28 Reviews,,Hyderabad,,
Mahindra Gujarat Tractor...,4.3,28 Reviews,,Nagpur + 4 more,,
SS Group,4.0,28 Reviews,,Bhubaneswar + 5 more,,
Amtech Electronics,3.5,28 Reviews,Private,Gandhinagar + 3 more,33 years old,201-500 employees
Multimetals,3.2,28 Reviews,Public,Mumbai + 2 more,,
Avantel,4.0,28 Reviews,Public,Hyderabad + 2 more,,51-200 employees
Starsun Technology,4.4,28 Reviews,,Pune,,
DSM,4.5,28 Reviews,Private,"Heerlen,Netherlands + 8 more",118 years old,10000+ employees
Currie & Brown,4.1,28 Reviews,Private,London + 5 more,144 years old,1001-5000 employees
GCL,3.7,28 Reviews,Private,"Newtown,PA (US) + 1 more",,1-50 employees
Microchip Technology,4.3,28 Reviews,Private,Chandler,31 years old,5001-10000 employees
Modern Steels,3.8,28 Reviews,Public,Chandigarh + 4 more,47 years old,
Gujarat State Petroleum ...,4.0,28 Reviews,,Gandhinagar,,
Coastal Energen,4.0,28 Reviews,,Chennai,,
Rakuten,2.8,28 Reviews,Private,Noida,23 years old,10000+ employees
Magicrete Building Solut...,4.4,28 Reviews,,Surat + 6 more,,
Merit Group,3.7,28 Reviews,Private,London,16 years old,501-1000 employees
Cex Webuy Entertainment,3.6,28 Reviews,Private,Mumbai + 7 more,,51-200 employees
PSG College of Technolog...,4.4,28 Reviews,Private,Coimbatore,,201-500 employees
AK Enterprises,4.1,28 Reviews,,Pune + 11 more,,
METAL FORM,3.9,28 Reviews,Private,Chennai,,1-50 employees
Worldline india,3.8,28 Reviews,,Kolkata + 4 more,,
More Supermarket,4.2,28 Reviews,,Bengaluru + 5 more,,
Pind Balluchi,4.3,28 Reviews,Private,Delhi + 5 more,,501-1000 employees
Sunshine,3.9,28 Reviews,Private,Goa + 8 more,,1-50 employees
Classic Auto Tubes,4.2,28 Reviews,Private,Chennai + 3 more,,
Unitech Power Transmissi...,3.4,28 Reviews,,Lucknow + 5 more,,
Webguru Infosystems,4.0,28 Reviews,Private,Kolkata,15 years old,51-200 employees
Footprints Collateral Se...,4.0,28 Reviews,,Bengaluru + 2 more,,
C-Square Info Solutions,3.8,28 Reviews,Private,Bangalore + 1 more,18 years old,51-200 employees
French Motor Car Co.,3.9,28 Reviews,Public,Kolkata + 2 more,,
Mastech Digital,4.2,28 Reviews,Private,Greater Noida,,1001-5000 employees
Old World Hospitality,4.4,28 Reviews,Private,New Delhi,,1001-5000 employees
Link Intime,3.1,28 Reviews,Private,Mumbai,,51-200 employees
Infodrive,3.4,28 Reviews,Private,Kolkata + 1 more,20 years old,
Ashok,4.4,28 Reviews,,Chennai + 12 more,,
Quality Services & Solut...,3.6,28 Reviews,Private,Rapid City + 11 more,,1-50 employees
Covalense Technologies,3.4,28 Reviews,Private,Hyderabad,14 years old,201-500 employees
Swamina International,3.9,28 Reviews,,New Delhi + 4 more,,
Threyes Srinisons Harnes...,3.4,28 Reviews,,"Kottivakkam, Chennai, Tamil Nadu",,
Narnolia Securities,3.7,28 Reviews,Private,Ranchi + 7 more,,
IWL,3.9,28 Reviews,Private,Chennai + 3 more,,51-200 employees
EVOSYS,4.0,28 Reviews,Private,Ahmedabad + 2 more,,501-1000 employees
Guru Teg Bahadur Hospita...,4.2,28 Reviews,Private,New Delhi + 2 more,,1001-5000 employees
Grb Dairy Foods,4.0,28 Reviews,,Bengaluru + 6 more,,
Hartron Communication,3.7,28 Reviews,Public,Faridabad,,
MIET Meerut,3.7,28 Reviews,,Meerut + 3 more,,
Infocare Digital System,3.9,28 Reviews,,Kanpur + 7 more,,
Rama group,3.8,28 Reviews,Private,Pune + 9 more,27 years old,201-500 employees
Element14,4.0,28 Reviews,Private,Bangalore + 3 more,13 years old,1001-5000 employees
BrahMos Aerospace,4.5,28 Reviews,Private,New Delhi + 2 more,,501-1000 employees
Precision Tech Enterpris...,3.3,28 Reviews,,Faridabad + 6 more,,
Ayurvet,3.7,28 Reviews,Private,New Delhi + 8 more,28 years old,501-1000 employees
Alliance Infrastructure ...,4.4,28 Reviews,Private,Delhi,,
Air India Express,4.1,28 Reviews,,Kozhikode + 5 more,,
Affinity Global Advertis...,3.5,28 Reviews,,Pune,,
Gulfspic,3.7,28 Reviews,,Mumbai + 2 more,,
Seneca Global IT Service...,4.1,28 Reviews,,Hyderabad,,
Nims Hospital,4.0,28 Reviews,,Hyderabad + 5 more,,
PathPartner Technology,4.2,28 Reviews,Private,Bangalore,14 years old,201-500 employees
Rhenus Logistics,3.6,28 Reviews,Private,Mumbai + 7 more,,
AIETS,3.3,28 Reviews,Private,New Delhi + 3 more,18 years old,201-500 employees
Hotel Sea Princess,4.0,28 Reviews,,Mumbai,,
Mahalaxmi Construction,3.6,28 Reviews,,Nagpur + 8 more,,
Esolz Technologies,4.0,28 Reviews,Private,Kolkata,,51-200 employees
Hemmo Pharmaceuticals,4.2,28 Reviews,Private,Mumbai + 1 more,,51-200 employees
Allana Group of Companie...,3.5,28 Reviews,,Chennai + 8 more,,
Shri Ram New Horizons,3.5,28 Reviews,Private,Delhi + 8 more,,51-200 employees
Godavari Biorefineries,3.6,28 Reviews,,Mumbai + 5 more,11 years old,1-50 employees
Elgi Rubber Company,3.8,28 Reviews,Public,Coimbatore + 5 more,14 years old,
Rajasthan Electronics & ...,3.9,28 Reviews,Private,IN + 5 more,55 years old,
Appworx Infotech,4.1,28 Reviews,Private,Bangalore,8 years old,
NIPA International,3.5,28 Reviews,,Gurgaon,,
West Coast Pharmaceutica...,3.5,28 Reviews,Private,Kolhapur,,
BARSYL,3.6,28 Reviews,Private,Secunderabad + 7 more,,51-200 employees
Rapid Global Business So...,3.4,28 Reviews,,Bengaluru,,
Masters Management Consu...,4.0,28 Reviews,,Hyderabad + 8 more,,
Mbit Wireless,3.5,28 Reviews,,Newport,,
Sofitel Luxury Hotel,4.4,28 Reviews,,Mumbai,,
Surat Municipal Corporat...,4.4,28 Reviews,,Surat,,
Coastal Marine Construct...,3.2,28 Reviews,Private,Mumbai + 5 more,,201-500 employees
Great Eastern Trading Co,3.6,28 Reviews,Private,Kolkata + 8 more,70 years old,
Sogex Oman India,3.8,28 Reviews,Private,Daman + 5 more,8 years old,201-500 employees
ARC,4.0,28 Reviews,Private,Costa Mesa + 15 more,,201-500 employees
Thinksynq Solutions,3.5,28 Reviews,Private,Chennai,13 years old,
Merlin Group,3.6,28 Reviews,,Santiago,,
Jaguar Overseas,3.9,28 Reviews,Private,Delhi + 2 more,,
Tudip Technologies,3.4,28 Reviews,Private,Pune,10 years old,51-200 employees
Grassroots BPO,3.4,28 Reviews,Private,Bangalore,,51-200 employees
Avalon Cosmetics,3.5,28 Reviews,Private,Mumbai + 4 more,,
Administrative College o...,3.6,28 Reviews,Private,Hyderabad + 4 more,64 years old,201-500 employees
Paras Spices,4.2,28 Reviews,,Gurgaon + 1 more,,
D Vois Ssv Broadband,4.1,28 Reviews,,Mumbai + 3 more,,
Pramod Telecom,3.2,28 Reviews,,Lucknow + 2 more,,
Urbanpro,3.7,28 Reviews,,Bangalore + 5 more,9 years old,51-200 employees
Dr. Amin Controllers,3.4,28 Reviews,,Chennai + 9 more,,
PPS International,3.1,28 Reviews,Private,Surat + 4 more,,
Safechem Industries,3.1,28 Reviews,,Kolkata + 1 more,,
Responsive Industries,2.4,28 Reviews,Public,Boisar + 3 more,,
PTCL,4.6,28 Reviews,,Karachi + 4 more,,
Isha Foundation,4.4,28 Reviews,Private,Coimbatore + 3 more,,1-50 employees
Healthians,2.6,28 Reviews,,Gurgaon + 2 more,7 years old,201-500 employees
ITELLIGENCE INDIA SOFTWA...,3.8,28 Reviews,,Thane + 1 more,,
Waaree Group,3.3,28 Reviews,,Nagpur + 7 more,,
Analytix Business Soluti...,4.0,28 Reviews,Private,"Woburn,MA",,1-50 employees
Velex Logistics,3.2,28 Reviews,Private,Mission + 9 more,,51-200 employees
Lotus Hospital,4.5,28 Reviews,,Rajkot + 6 more,,
Radio City,4.4,28 Reviews,Private,New York + 11 more,,
Manohar Chowdhry & Assoc...,3.8,28 Reviews,,Mumbai + 6 more,,
Ccd,3.8,28 Reviews,,Delhi NCR + 9 more,,1-50 employees
Kwang Sung Brake,3.7,28 Reviews,,Thiruvallur,,
Minda Automotive Solutio...,3.6,28 Reviews,,Chennai + 8 more,,
GSC Glass,3.9,28 Reviews,,Delhi NCR + 1 more,,
ATMA,4.3,28 Reviews,Private,Bangalore + 14 more,,
Sailfin Technologies,3.7,28 Reviews,,Surat + 4 more,,
FIL Industries,3.4,28 Reviews,,Jammu + 2 more,,
Manya - The Princeton Re...,3.4,28 Reviews,,Hyderabad + 7 more,,501-1000 employees
Mahavir Auto Diagnostics,3.8,28 Reviews,,Vijayawada + 3 more,,
Tiger Logistics India,4.1,28 Reviews,Public,Pune + 6 more,,
Misumi,3.2,28 Reviews,Private,Pune + 2 more,,201-500 employees
Benzo Chem Industries,4.3,28 Reviews,,Malkapur + 3 more,,
Skyline Engineering Cont...,3.7,28 Reviews,,New Delhi + 2 more,,1-50 employees
Rainbow School,3.1,28 Reviews,Private,"Kahuku,HI (US) + 6 more",,51-200 employees
Samkrg Pistons and Rings,3.7,28 Reviews,Private,HyderÄbÄd + 2 more,,1001-5000 employees
Autosense,3.4,28 Reviews,Private,Chennai + 1 more,4 years old,
Innovis Telecom Services,4.4,28 Reviews,Private,Gurgaon + 1 more,11 years old,1-50 employees
